CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SystemLogCode,RandomNoiseScore,Churn
CUST-10237,Male,0,Yes,No,22.0,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,84.22,1822.94,SYS_A,61.25744048788602,No
CUST-10424,Male,0,Yes,No,33.0,Yes,No,Fiber optic,Yes,No,Two year,No,Mailed check,113.0,3715.6,SYS_A,67.47649119597786,No
CUST-10002,Female,0,Yes,Yes,69.0,Yes,No,DSL,Yes,No,Month-to-month,No,Bank transfer,70.75,4830.74,SYS_C,80.64563365205477,No
CUST-10006,Male,0,No,No,50.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Mailed check,57.79,2862.62,SYS_A,46.55426609832328,No
CUST-10311,Male,0,No,Yes,9.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,77.52,750.08,SYS_C,52.659052287626686,Yes
CUST-11037,Female,1,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,103.96,5917.25,SYS_C,54.030844981743904,No
CUST-10560,Female,0,Yes,No,28.0,Yes,Yes,DSL,No,No,One year,No,Mailed check,63.02,1680.95,SYS_A,31.849505487784004,Yes
CUST-10622,Male,1,Yes,No,41.0,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,83.54,3337.54,SYS_A,43.23144881649633,Yes
CUST-10215,Male,0,Yes,No,26.0,Yes,Yes,DSL,Yes,No,One year,No,Electronic check,73.4,1881.21,SYS_A,36.019447016189694,Yes
CUST-10413,Female,1,Yes,No,58.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,89.83,5256.84,SYS_A,34.35546449984351,Yes
CUST-10027,Female,1,No,No,35.0,No,No phone service,Fiber optic,No,No,Two year,Yes,Bank transfer,95.06,3361.23,SYS_A,53.248408207074384,No
CUST-11166,Female,0,No,Yes,35.0,Yes,Yes,DSL,No,No,One year,Yes,Bank transfer,54.37,1876.17,SYS_C,52.39655204167821,No
CUST-11052,Female,,No,Yes,15.0,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,78.93,1196.52,SYS_A,44.15608444199529,No
CUST-10377,Male,1,No,Yes,69.0,Yes,No,DSL,Yes,No,Month-to-month,No,Electronic check,58.97,4084.5,SYS_B,41.84717370582376,Yes
CUST-10884,Female,1,Yes,Yes,37.0,Yes,Yes,DSL,No,No,Two year,Yes,Credit card,70.33,2552.2,SYS_B,72.12457147371727,No
CUST-10350,Female,0,Yes,No,38.0,Yes,Yes,DSL,No,Yes,Month-to-month,No,Credit card,70.48,2748.94,SYS_A,37.22822630224692,Yes
CUST-10757,Female,0,No,No,25.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,23.83,605.93,SYS_A,60.01934067381649,No
CUST-10745,Female,0,No,No,31.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,18.23,578.8,SYS_C,44.66483979127932,No
CUST-10545,male,0,No,No,21.0,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,91.08,1916.33,SYS_B,62.144336406903626,Yes
CUST-10354,Male,0,No,Yes,32.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,83.81,2712.26,SYS_A,42.54039169662928,Yes
CUST-11058,Male,0,No,No,71.0,Yes,No,DSL,No,Yes,Month-to-month,No,Credit card,68.51,4950.27,SYS_C,49.024792658329154,No
CUST-10722,Male,0,No,No,30.0,Yes,No,DSL,No,No,Two year,Yes,Credit card,68.07,2058.94,SYS_A,76.79865685968102,No
CUST-10256,Female,1,Yes,No,13.0,Yes,Yes,Fiber optic,No,No,Two year,No,Mailed check,114.74,1467.68,SYS_B,49.95603172240567,Yes
CUST-10291,Male,0,Yes,No,42.0,No,No phone service,Fiber optic,No,Yes,One year,No,Bank transfer,114.53,4843.74,SYS_B,38.517222547346286,No
CUST-10025,Female,0,No,No,60.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,,5550.22,SYS_C,63.82514479216351,No
CUST-10336,Female,0,Yes,No,37.0,Yes,Yes,DSL,No,No,One year,No,Credit card,74.16,2709.29,SYS_A,57.300150291038285,Yes
CUST-10522,Female,0,No,No,63.0,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,62.09,3888.0,SYS_C,24.67284750366762,No
CUST-10047,Female,0,No,Yes,66.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,19.77,1263.13,SYS_C,22.348975222845606,No
CUST-10318,Male,0,No,No,44.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,101.49,4466.0,SYS_A,53.465231218643595,Yes
CUST-10106,Male,0,Yes,No,52.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Electronic check,111.81,5793.64,SYS_B,45.65469240869673,No
CUST-10811,Female,1,No,No,9.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.78, ,SYS_B,32.65339589552876,Yes
CUST-10055,Female,0,Yes,No,60.0,Yes,No,DSL,No,Yes,Month-to-month,No,Mailed check,60.27,3592.19,SYS_C,61.762926499783504,No
CUST-10532,Female,0,No,Yes,43.0,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,64.62,2769.12,SYS_C,24.56420763949326,Yes
CUST-10213,Male,0,No,No,18.0,No,No phone service,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,117.71,2134.3,SYS_C,66.58491091674755,Yes
CUST-10120,Female,0,No,No,3.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,72.15,133.48,SYS_C,43.15544911255646,Yes
CUST-10573,Female,0,No,No,65.0,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,82.87,5394.23,SYS_C,32.800353744990886,No
CUST-10423,Female,0,Yes,No,18.0,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,24.16,454.45,SYS_B,47.50853355474347,No
CUST-10715,Female,0,Yes,No,36.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Mailed check,102.79,3621.13,SYS_C,37.01293606112176,Yes
CUST-10072,Male,0,Yes,Yes,14.0,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,23.3,298.38,SYS_C,51.818821251480415,No
CUST-10615,Female,0,Yes,No,61.0,Yes,Yes,DSL,No,No,One year,Yes,Mailed check,52.21,3227.55,SYS_C,54.183026293371164,No
CUST-10859,Male,1,Yes,No,17.0,No,No phone service,DSL,No,No,Month-to-month,Yes,Mailed check,81.25,1380.7,SYS_C,62.498834488981295,No
CUST-10513,female,0,Yes,Yes,8.0,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,48.88,409.75,SYS_A,42.27701134465396,No
CUST-10433,Male,0,Yes,No,68.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.95,1429.68,SYS_B,47.909294056103306,Yes
CUST-10907,Male,0,Yes,No,31.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,82.19,2614.33,SYS_A,66.63841303901312,No
CUST-10926,Male,0,No,No,61.0,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,72.99,4493.85,SYS_B,58.2768667858258,No
CUST-10933,Female,0,Yes,No,68.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,71.95,4832.35,SYS_B,46.42970569824564,No
CUST-10572,Male,0,No,No,24.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,,,2807.68,SYS_B,39.7609089167291,Yes
CUST-10964,Male,1,Yes,No,21.0,Yes,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,49.81,1020.87,SYS_B,48.215282128250735,No
CUST-10682,Male,0,No,Yes,8.0,Yes,Yes,Fiber optic,No,No,Two year,No,,100.88,805.06,SYS_A,68.29588809381394,No
CUST-10325,Female,0,No,Yes,46.0,Yes,No,Fiber optic,No,Yes,Month-to-month,No,Electronic check,84.09,3804.22,SYS_C,68.17295318454808,Yes
CUST-10939,Female,0,Yes,No,30.0,Yes,Yes,Fiber optic,No,Yes,One year,No,Mailed check,101.76,3045.79,SYS_A,33.72231421801827,No
CUST-10316,Male,0,Yes,No,27.0,Yes,No,Fiber optic,No,No,Two year,Yes,Mailed check,113.6,3062.11,SYS_A,51.0159559042419,No
CUST-10630,Female,0,Yes,No,63.0,Yes,No,DSL,No,No,One year,No,Mailed check,66.04,4121.22,SYS_A,60.11698136736647,No
CUST-10841,Female,0,No,No,30.0,Yes,No,Fiber optic,Yes,Yes,Two year,No,Credit card,79.79,2407.93,SYS_C,62.839046880501115,No
CUST-10538,Male,0,Yes,No,23.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,75.35,1689.11,SYS_A,60.99872708844505,Yes
CUST-10767,Female,1,No,No,67.0,Yes,Yes,DSL,Yes,No,One year,Yes,Electronic check,76.79,5071.12,SYS_A,27.400338166193695,No
CUST-10944,Male,0,Yes,No,18.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,114.39,2013.46,SYS_C,42.43052016224615,Yes
CUST-11136,,0,No,No,18.0,No,No phone service,Fiber optic,No,No,Two year,No,Bank transfer,83.95,1490.47,SYS_A,57.46073130038031,Yes
CUST-10060,Male,0,Yes,No,14.0,Yes,Yes,Fiber optic,No,No,One year,Yes,Mailed check,112.98,1611.99,SYS_B,42.38847330744954,Yes
CUST-11043,Female,0,Yes,No,2.0,Yes,No,Fiber optic,No,No,Two year,Yes,Electronic check,107.89,297.56,SYS_C,58.14557541122316,Yes
CUST-10092,Female,0,No,Yes,4.0,No,No phone service,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,112.03,566.21,SYS_C,45.35744925860307,Yes
CUST-10879,Male,0,No,No,55.0,Yes,No,Fiber optic,Yes,Yes,One year,No,Electronic check,91.41,5062.42,SYS_B,45.115051680259995,No
CUST-10410,M,0,No,Yes,17.0,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,57.37,997.88,SYS_C,53.90627910156644,No
CUST-10351,Female,0,No,No,20.0,No,No phone service,Fiber optic,No,No,One year,Yes,Credit card,105.83,2073.53,SYS_C,71.14247146977644,Yes
CUST-10948,Female,0,Yes,No,65.0,No,No phone service,DSL,No,Yes,Two year,Yes,Electronic check,76.82,4943.45,SYS_B,40.059889220982356,No
CUST-10280,Female,0,Yes,No,45.0,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,Electronic check,107.77,4961.19,SYS_C,69.75868910221531,No
CUST-10439,Male,0,Yes,No,16.0,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,102.16,1605.52,SYS_C,72.61351180710477,Yes
CUST-10415,Male,0,Yes,No,20.0,Yes,No,No,No internet service,No internet service,Two year,No,Credit card,21.21,410.5,SYS_C,27.60135519874238,No
CUST-10359,Female,0,Yes,No,1.0,Yes,No,DSL,Yes,No,One year,Yes,Bank transfer,45.06,59.28,SYS_B,57.03961688629842,Yes
CUST-11088,Female,0,No,No,55.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Mailed check,110.81,6032.44,SYS_C,48.057246154054994,No
CUST-10557,Male,0,No,Yes,23.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Mailed check,69.53,1621.43,SYS_A,69.15423881996755,No
CUST-10845,Male,0,Yes,No,18.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Bank transfer,98.19,1801.07,SYS_B,84.34619576710003,Yes
CUST-10536,Female,0,No,No,60.0,No,No phone service,DSL,Yes,No,One year,Yes,Electronic check,81.98,4942.9,SYS_A,41.83601752855023,No
CUST-10712,M,0,Yes,No,49.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.23,979.68,SYS_A,23.147714507049734,No
CUST-10737,Female,0,Yes,No,62.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,Mailed check,84.29,5122.76,SYS_B,86.32197699442713,No
CUST-10182,Female,0,No,No,19.0,Yes,Yes,Fiber optic,No,Yes,Two year,No,Electronic check,88.63,1632.31,SYS_A,50.07714712211701,No
CUST-10844,Male,0,No,Yes,10.0,Yes,Yes,DSL,Yes,No,Month-to-month,No,Electronic check,48.17,516.66,SYS_C,55.33926822266489,No
CUST-10451,,0,No,No,20.0,No,No phone service,Fiber optic,No,No,Month-to-month,No,Credit card,108.68,2139.22,SYS_A,94.26147119908676,Yes
CUST-10110,Male,1,No,No,5.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,98.58,524.36,SYS_B,42.127178300985086,Yes
CUST-10370,Male,0,Yes,No,22.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Credit card,106.26,2320.65,SYS_B,57.99655415052123,Yes
CUST-10239,Male,0,Yes,No,26.0,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Electronic check,111.28,2792.17,SYS_A,29.611628341075786,Yes
CUST-10720,Female,0,Yes,No,56.0,Yes,Yes,DSL,No,No,Month-to-month,No,Bank transfer,47.22,2703.92,SYS_A,53.6782205705656,No
CUST-10793,Female,0,No,Yes,48.0,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,66.97,3270.0,SYS_A,59.71111289899654,Yes
CUST-11067,Male,0,No,Yes,5.0,Yes,No,DSL,No,No,Two year,No,Electronic check,66.05,325.85,SYS_B,35.07793637897119,No
CUST-10590,Male,0,No,No,5.0,Yes,No,Fiber optic,Yes,No,Two year,Yes,Bank transfer,78.77,330.6,SYS_B,51.02424913907958,No
CUST-10818,Male,1,Yes,No,8.0,Yes,No,DSL,No,No,Month-to-month,Yes,Electronic check,81.09,670.41,SYS_B,49.95721593990276,No
CUST-10261,Female,1,Yes,Yes,3.0,Yes,No,Fiber optic,No,No,Two year,Yes,,84.53,218.13,SYS_B,35.504176110030805,No
CUST-11164,Male,1,No,No,58.0,Yes,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,102.15,5953.66,SYS_A,40.196742955912796,No
CUST-10660,Male,0,No,No,42.0,Yes,Yes,Fiber optic,No,No,One year,No,Electronic check,83.92,3592.0,SYS_B,20.245527906554265,No
CUST-10339,Male,1,Yes,No,11.0,Yes,No,No,No internet service,No internet service,One year,Yes,Mailed check,24.19,283.61,SYS_A,70.39515104752924,No
CUST-10679,Female,0,Yes,No,49.0,Yes,Yes,DSL,No,Yes,Two year,Yes,Electronic check,75.18,3736.83,SYS_B,54.558316389287384,No
CUST-10561,Male,0,Yes,No,14.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.31,294.0,SYS_B,28.916316342391973,No
CUST-10478,Female,0,No,No,63.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,22.72,1460.38,SYS_A,44.91180321395067,No
CUST-10183,Female,0,No,No,,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,90.22,472.23,SYS_C,38.61610188771144,No
CUST-10137,Female,1,No,No,2.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,20.08,20.08,SYS_C,45.81487967737954,Yes
CUST-11169,Male,0,No,No,42.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,94.28,3971.09,SYS_A,30.57701522560704,Yes
CUST-10718,Male,0,Yes,No,56.0,No,No phone service,DSL,Yes,No,Month-to-month,No,Credit card,48.19,2660.41,SYS_C,57.07713648880601,No
CUST-10643,Male,1,Yes,No,40.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Credit card,64.33,2658.4,SYS_B,46.99259351965285,No
CUST-10080,,0,No,No,49.0,Yes,No,Fiber optic,No,No,Two year,Yes,Bank transfer,76.13,3665.02,SYS_A,59.060714890678334,No
CUST-10974,Male,0,No,No,16.0,Yes,Yes,DSL,Yes,No,One year,Yes,Credit card,63.85,939.84,SYS_A,46.259482424778675,Yes
CUST-11195,Female,0,Yes,Yes,58.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Mailed check,62.02,3668.89,SYS_C,54.89567483929319,No
CUST-10812,Male,0,Yes,No,58.0,Yes,No,Fiber optic,Yes,No,One year,No,Bank transfer,103.88, ,SYS_A,60.96191885470547,Yes
CUST-10029,Male,1,No,No,54.0,Yes,Yes,DSL,No,Yes,One year,Yes,Electronic check,46.79,2476.27,SYS_B,39.75045006729031,No
CUST-10567,Male,0,Yes,No,27.0,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,93.57,2544.44,SYS_C,57.64927500114031,No
CUST-10165,Female,0,Yes,No,58.0,No,No phone service,Fiber optic,Yes,No,One year,No,Electronic check,107.69,6244.88,SYS_A,77.1853443876424,No
CUST-10248,Female,0,Yes,No,,Yes,Yes,DSL,Yes,No,One year,Yes,Mailed check,77.9,3911.2,SYS_C,44.82871973481965,No
CUST-10307,Male,0,Yes,No,65.0,Yes,No,Fiber optic,Yes,No,One year,Yes,Bank transfer,71.72,4767.76,SYS_B,43.73286167623611,No
CUST-10847,Female,0,Yes,Yes,59.0,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,75.12,4402.65,SYS_B,55.446830242781715,No
CUST-10467,Female,0,No,Yes,54.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,113.52,6084.45,SYS_C,32.297875933073,Yes
CUST-10346,Female,0,No,No,52.0,No,No phone service,Fiber optic,Yes,Yes,Two year,Yes,Mailed check,70.31,3626.74,SYS_B,64.61913667133257,No
CUST-10334,Male,1,No,No,39.0,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Credit card,94.11,3626.34,SYS_A,42.40421578255246,No
CUST-10285,,0,No,Yes,58.0,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,115.88,6609.22,SYS_C,64.73386281805882,No
CUST-10966,Female,0,No,Yes,55.0,Yes,No,DSL,No,Yes,Month-to-month,No,Electronic check,82.58,4429.05,SYS_C,39.65507423797227,Yes
CUST-10097,M,0,No,No,3.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,76.14,321.0,SYS_C,48.35219543292351,Yes
CUST-11029,Female,0,No,No,36.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,114.56,4082.19,SYS_B,16.956036329634642,No
CUST-11045,Female,0,Yes,Yes,3.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,110.98,324.88,SYS_C,44.1481896586791,Yes
CUST-11099,Male,0,No,No,29.0,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,21.2,713.3,SYS_C,36.80047463590237,No
CUST-11103,Female,0,Yes,No,39.0,No,No phone service,Fiber optic,Yes,No,Two year,No,Bank transfer,97.29,3853.51,SYS_C,62.08840190498188,No
CUST-10692,Female,0,Yes,No,33.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Electronic check,105.94,3499.44,SYS_B,20.445670759217542,No
CUST-10983,Male,0,Yes,No,33.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,109.71,3669.45,SYS_B,56.75332449834123,Yes
CUST-10814,Female,0,No,No,54.0,Yes,No,DSL,Yes,Yes,Two year,Yes,Electronic check,50.89,2736.67,SYS_B,37.471424523124256,No
CUST-11197,female,0,No,No,36.0,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,23.33,870.14,SYS_A,34.66407063693522,No
CUST-10700,Female,,Yes,No,65.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,No,Electronic check,70.05,4605.83,SYS_B,51.868861369131004,No
CUST-10065,Female,0,No,No,2.0,No,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,114.27,134.03,SYS_A,69.01848192756329,No
CUST-11173,male,0,No,Yes,57.0,No,No phone service,DSL,No,No,Two year,Yes,Electronic check,76.46,4410.37,SYS_A,20.096324263563144,No
CUST-10755,Female,0,No,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,Electronic check,94.02,6790.64,SYS_B,50.28645068468137,No
CUST-10578,Female,0,No,Yes,71.0,Yes,No,DSL,Yes,Yes,Two year,Yes,Electronic check,70.1,4979.53,SYS_B,64.72684754853604,No
CUST-11092,Female,0,Yes,No,26.0,Yes,Yes,DSL,No,No,Month-to-month,No,Mailed check,57.86,1547.99,SYS_C,76.28316735808413,No
CUST-11107,Female,0,Yes,Yes,43.0,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,21.7,975.34,SYS_A,46.81476628948479,Yes
CUST-10302,Female,0,No,No,26.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,63.55,1675.72,SYS_B,60.27402409101787,Yes
CUST-10254,Male,0,No,No,2.0,Yes,No,DSL,Yes,No,Month-to-month,No,Credit card,67.2,67.2,SYS_A,59.42312017694508,No
CUST-11181,Male,1,Yes,No,25.0,No,No phone service,Fiber optic,No,Yes,One year,Yes,Bank transfer,98.28,2527.56,SYS_C,58.69149639448345,Yes
CUST-10947,Female,0,No,Yes,65.0,Yes,No,DSL,Yes,No,Month-to-month,No,Mailed check,47.53,3108.1,SYS_A,48.0770263872177,Yes
CUST-10312,Male,0,Yes,No,,Yes,Yes,DSL,Yes,Yes,Two year,No,Mailed check,78.79,3002.44,SYS_C,51.506667452896714,No
CUST-10551,Female,1,No,No,67.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,57.65,3767.58,SYS_A,70.93345804557904,No
CUST-10221,Female,0,Yes,No,65.0,No,No phone service,Fiber optic,No,No,Month-to-month,No,Mailed check,80.86,5195.58,SYS_A,47.36678122053502,Yes
CUST-10477,Female,0,Yes,No,24.0,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card,19.72,543.41,SYS_A,9.924286349245527,No
CUST-10388,Female,0,Yes,Yes,60.0,Yes,No,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,72.72,4385.18,SYS_C,30.514465456016577,No
CUST-10235,Female,0,Yes,Yes,58.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Mailed check,76.29,4518.08,SYS_B,26.56647715024604,Yes
CUST-10822,male,1,Yes,No,37.0,Yes,No,DSL,No,Yes,Two year,No,Credit card,76.66,2874.69,SYS_A,56.81052643813446,No
CUST-10010,Male,0,Yes,Yes,3.0,Yes,No,Fiber optic,No,Yes,Two year,Yes,Mailed check,88.89,208.33,SYS_C,46.44752811551641,No
CUST-10724,Female,0,Yes,Yes,35.0,Yes,Yes,Fiber optic,No,No,One year,No,Credit card,73.66, ,SYS_B,62.06616456385365,No
CUST-10305,Female,,Yes,Yes,25.0,Yes,No,Fiber optic,Yes,Yes,One year,No,Credit card,117.65,2959.92,SYS_B,44.305196163626434,No
CUST-11119,Male,0,Yes,No,1.0,Yes,No,Fiber optic,Yes,No,Month-to-month,No,Electronic check,109.91,109.91,SYS_A,56.964119702374475,Yes
CUST-10654,Male,0,Yes,Yes,40.0,Yes,Yes,DSL,No,No,One year,No,Electronic check,65.59,2485.43,SYS_A,23.991314045345383,No
CUST-10783,Male,0,No,No,8.0,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,Electronic check,77.14,543.82,SYS_C,51.62747508894643,Yes
CUST-10932,Female,0,No,Yes,19.0,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card,19.4,269.66,SYS_A,23.29845144315623,No
CUST-11147,Female,0,Yes,No,64.0,Yes,No,DSL,No,No,Month-to-month,No,Electronic check,61.4,3985.99,SYS_A,66.47035323890255,No
CUST-10249,Female,1,No,Yes,13.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Bank transfer,51.08, ,SYS_A,24.247137157169462,No
CUST-10771,Female,0,Yes,Yes,8.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,79.28,652.32,SYS_B,51.67965149121125,Yes
CUST-10605,Male,0,Yes,No,25.0,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,19.14,451.5,SYS_C,55.627041082633454,No
CUST-10071,Male,0,Yes,Yes,7.0,No,No phone service,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,99.99,688.1,SYS_B,9.640904179730349,Yes
CUST-10094,Female,0,No,No,49.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Bank transfer,52.04,2588.37,SYS_A,64.46626187180524,No
CUST-10584,Female,0,Yes,No,28.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Electronic check,81.34,2276.44,SYS_C,41.3076039829828,No
CUST-10033,Female,,Yes,No,65.0,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,Bank transfer,53.32,3450.23,SYS_A,55.93642706387105,Yes
CUST-10875,Male,0,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,103.0,4963.85,SYS_C,48.95741075031467,No
CUST-10780,Female,0,No,Yes,16.0,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,24.45,462.47,SYS_C,81.93733793614892,No
CUST-10589,Male,0,No,Yes,4.0,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,Electronic check,85.58,258.39,SYS_B,49.91146636519174,Yes
CUST-10448,Male,0,Yes,No,41.0,Yes,No,DSL,No,No,Month-to-month,Yes,Credit card,68.88,2930.12,SYS_B,61.63821641121866,Yes
CUST-10445,Female,0,No,No,43.0,Yes,Yes,Fiber optic,Yes,No,Two year,No,Electronic check,82.93,3685.04,SYS_B,24.71264545681089,No
CUST-10259,Male,0,Yes,No,34.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,65.04,2201.23,SYS_C,40.99970627519058,Yes
CUST-10204,F,0,No,No,69.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,72.35,5011.04,SYS_B,58.72880284157468,No
CUST-10583,Male,0,No,No,42.0,Yes,No,DSL,Yes,No,Month-to-month,Yes,Credit card,81.12,3395.24,SYS_A,67.1213513704754,No
CUST-10836,Female,0,Yes,No,61.0,Yes,No,Fiber optic,No,No,One year,No,Bank transfer,72.99,4405.64,SYS_A,66.65668916283948,No
CUST-10596,Female,0,No,Yes,26.0,Yes,No,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,110.83,2851.04,SYS_C,30.361844711987317,No
CUST-10365,Male,1,No,No,48.0,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,Bank transfer,87.28,4217.17,SYS_C,50.238724445760056,No
CUST-10693,Male,1,Yes,No,60.0,No,No phone service,DSL,No,Yes,Two year,Yes,Mailed check,69.58,4267.62,SYS_A,40.89672107424331,No
CUST-10077,Male,0,Yes,Yes,69.0,Yes,No,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,90.86,6132.83,SYS_B,64.82073971920013,No
CUST-10084,Male,0,No,No,62.0,Yes,No,Fiber optic,No,No,Month-to-month,No,Electronic check,103.05,6362.42,SYS_B,61.68216152791834,No
CUST-10548,Female,0,Yes,No,72.0,Yes,Yes,DSL,No,No,Two year,Yes,Mailed check,83.45,6028.29,SYS_B,19.505396776442016,No
CUST-10082,Male,0,Yes,Yes,18.0,No,No phone service,DSL,No,No,Two year,No,Bank transfer,56.26,1034.73,SYS_C,53.221985224689554,No
CUST-10457,Male,0,Yes,No,38.0,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,Mailed check,72.31,2797.33,SYS_A,62.491233328775294,Yes
CUST-11191,Female,0,Yes,No,37.0,Yes,No,Fiber optic,No,Yes,Two year,Yes,Credit card,70.2,2630.41,SYS_A,47.327068674339515,Yes
CUST-10436,male,0,No,No,61.0,Yes,No,DSL,No,No,Two year,Yes,Electronic check,69.45,4278.12,SYS_C,28.69254071272661,No
